,OBJECTID_1,OBJECTID,S_CODE,S_NAME,D_CODE,D_NAME,AC_NAME,PC_NO,PC_NAME,AC_NO,Shape_Length,Shape_Area,OBJECTID_2,S_CODE_2,S_NAME_2,D_CODE_2,D_NAME_2,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,Shape_Length_2,Shape_Area_2,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due
51084,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50239.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119981.0,TUMUSPALLI,430313.0,KURUMPALIGUDA,VILLAGE,27.0,118.0,60.0,58.0,30.0,19.0,11.0,88.0,41.0,47.0,0.0564633387934328,0.0001983858875615,,,,,,,,,,,
51090,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50303.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119929.0,BHEJANGIWADA,431007.0,BEJANGIWADA,VILLAGE,852.0,3776.0,1906.0,1870.0,2007.0,1172.0,835.0,1769.0,734.0,1035.0,0.136931117342045,0.0009749495480573,,,,,,,,,,,
51095,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49877.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119946.0,TELERAI,431039.0,RAJULUKONDA,VILLAGE,64.0,240.0,120.0,120.0,27.0,22.0,5.0,213.0,98.0,115.0,0.105575579549044,0.0006694839305153,,,,,,,,,,,
51101,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50338.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119943.0,MANYAMKUNDA,431012.0,SITAPALI,VILLAGE,14.0,48.0,22.0,26.0,2.0,2.0,0.0,46.0,20.0,26.0,0.0337944374801653,7.08867778099438e-05,,,,,,,,,,,
51106,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50203.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119943.0,MANYAMKUNDA,431042.0,BADASAILUR,VILLAGE,24.0,104.0,58.0,46.0,3.0,2.0,1.0,101.0,56.0,45.0,0.0520124045006017,0.000179816641814,,,,,,,,,,,
51117,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49452.0,21.0,ODISHA,399.0,MALKANGIRI,3229.0,M.V-79 P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119944.0,NALAGUNTHI,431115.0,RAJANGUDA,VILLAGE,37.0,140.0,69.0,71.0,39.0,23.0,16.0,101.0,46.0,55.0,0.0623209726220216,0.0002183178455794,,,,,,,,,,,
51122,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49454.0,21.0,ODISHA,399.0,MALKANGIRI,3229.0,M.V-79 P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119946.0,TELERAI,431113.0,IDIGUNDA,VILLAGE,28.0,116.0,56.0,60.0,35.0,17.0,18.0,81.0,39.0,42.0,0.115665808805579,0.0003574696378757,,,,,,,,,,,
51124,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50410.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119946.0,TELERAI,431152.0,ENGULUKUNDA (R,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0670980571913446,0.0002070817778906,,,,,,,,,,,
51127,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49635.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119941.0,MAHARAJAPALLI,431156.0,MANYANKUNDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251781154683732,4.70983414528553e-05,,,,,,,,,,,
51129,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50333.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119940.0,LUGEL,431182.0,PADAMPUR,VILLAGE,44.0,188.0,100.0,88.0,49.0,35.0,14.0,139.0,65.0,74.0,0.0621852633987057,0.0002060139832281,,,,,,,,,,,
51132,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50345.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119943.0,MANYAMKUNDA,431158.0,KADAMALIGUDA,VILLAGE,20.0,67.0,34.0,33.0,19.0,12.0,7.0,48.0,22.0,26.0,0.0506492796367064,0.0001038897345441,,,,,,,,,,,
51133,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50190.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,UI,MALKANGIRI (ST),NABARANGPUR (ST),120027.0,BAPANPALLI,430956.0,NANDAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731144964730423,0.0002629987808987,,,,,,,,,,,
51146,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50194.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119932.0,CHITRANGAPALLI,430968.0,TALGUDA,VILLAGE,24.0,109.0,53.0,56.0,5.0,3.0,2.0,104.0,50.0,54.0,0.0540664228447339,0.0001503865264955,,,,,,,,,,,
51161,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50188.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120032.0,NILIGUDA,431082.0,DEOGUDA,VILLAGE,11.0,40.0,20.0,20.0,5.0,3.0,2.0,35.0,17.0,18.0,0.0415659036996186,6.6201015090156e-05,,,,,,,,,,,
51172,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50233.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119932.0,CHITRANGAPALLI,430963.0,MANGUGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038489765825538,7.28633440732419e-05,,,,,,,,,,,
51173,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50041.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120029.0,KALDAPALLI,431094.0,UDAYGIRI,VILLAGE,262.0,1275.0,649.0,626.0,537.0,306.0,231.0,738.0,343.0,395.0,0.137656426229301,0.0007371402673456,,,,,,,,,,,
51174,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50192.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430960.0,BANDINGIGUDA,VILLAGE,27.0,127.0,68.0,59.0,24.0,20.0,4.0,103.0,48.0,55.0,0.0551287379523887,0.0001363787780779,,,,,,,,,,,
51175,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50191.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430959.0,MUSIGUDA,VILLAGE,22.0,105.0,51.0,54.0,18.0,14.0,4.0,87.0,37.0,50.0,0.0626272554147777,0.0002501516391493,,,,,,,,,,,
51178,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50193.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,UI,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430961.0,KARIAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439873364269947,8.12605701272107e-05,,,,,,,,,,,
51180,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50399.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430958.0,DAMAGUDA,VILLAGE,24.0,109.0,54.0,55.0,9.0,7.0,2.0,100.0,47.0,53.0,0.0431905178411891,0.0001086134019542,,,,,,,,,,,
51181,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50400.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,UI,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430957.0,ENTAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578786143737086,0.0001558414592547,,,,,,,,,,,
51189,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50299.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120027.0,BAPANPALLI,430964.0,SILAKATA (R.F.,VILLAGE,22.0,98.0,47.0,51.0,11.0,11.0,0.0,87.0,36.0,51.0,0.0909349948838092,0.0002570541531105,,,,,,,,,,,
51209,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50202.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119929.0,BHEJANGIWADA,431011.0,MARIGUDA,VILLAGE,23.0,95.0,45.0,50.0,14.0,10.0,4.0,81.0,35.0,46.0,0.0645487057022701,0.0001835629903192,,,,,,,,,,,
51210,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50201.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119929.0,BHEJANGIWADA,431013.0,PANCHALPADA,VILLAGE,5.0,18.0,9.0,9.0,0.0,0.0,0.0,18.0,9.0,9.0,0.0631445790522987,0.0001167561460157,,,,,,,,,,,
51255,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50395.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431139.0,NUAGUDA,VILLAGE,7.0,31.0,17.0,14.0,5.0,5.0,0.0,26.0,12.0,14.0,0.0463152076098048,9.8353196329092e-05,,,,,,,,,,,
51263,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50379.0,21.0,ODISHA,399.0,MALKANGIRI,3229.0,M.V-79 P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120036.0,TANDBAI,431117.0,MADHUSUDAN PAL,VILLAGE,201.0,1006.0,523.0,483.0,596.0,363.0,233.0,410.0,160.0,250.0,0.084290841947331,0.0003788589880762,,,,,,,,,,,
51267,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,49752.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119942.0,MALAVARAM,431179.0,TINDRASPALLY,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135052709419066,0.0007351200553292,,,,,,,,,,,
51273,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50342.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119943.0,MANYAMKUNDA,431181.0,KUSUMPUT,VILLAGE,44.0,164.0,79.0,85.0,20.0,14.0,6.0,144.0,65.0,79.0,0.0391024051188358,7.85018401128596e-05,,,,,,,,,,,
51286,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50011.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431172.0,PUSUGUDA (R.F.),VILLAGE,135.0,615.0,311.0,304.0,287.0,174.0,113.0,328.0,137.0,191.0,0.133402127848764,0.0010258573063738,,,,,,,,,,,
51289,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50210.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431174.0,KAMALPURAM,VILLAGE,40.0,184.0,95.0,89.0,7.0,5.0,2.0,177.0,90.0,87.0,0.025004429622682,3.40284543285785e-05,,,,,,,,,,,
51295,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50207.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431142.0,SILAGUDA,VILLAGE,7.0,35.0,21.0,14.0,5.0,4.0,1.0,30.0,17.0,13.0,0.0321513169113539,6.45356615852944e-05,,,,,,,,,,,
51299,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50209.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431145.0,LACHHIPURAM,VILLAGE,29.0,107.0,51.0,56.0,22.0,13.0,9.0,85.0,38.0,47.0,0.027440921658204,5.02889176818677e-05,,,,,,,,,,,
51301,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50402.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431173.0,SUNABEDA,VILLAGE,19.0,60.0,30.0,30.0,7.0,5.0,2.0,53.0,25.0,28.0,0.0374058923475051,7.68692077622372e-05,,,,,,,,,,,
51302,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50415.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431143.0,REDDIPAL,VILLAGE,20.0,65.0,28.0,37.0,13.0,7.0,6.0,52.0,21.0,31.0,0.0242141812198756,2.8051403301922e-05,,,,,,,,,,,
51303,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50416.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431163.0,RAMBHARAM,VILLAGE,48.0,187.0,97.0,90.0,34.0,20.0,14.0,153.0,77.0,76.0,0.0185902988726234,1.66846735802332e-05,,,,,,,,,,,
51307,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50396.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431138.0,MESAGUDA,VILLAGE,6.0,24.0,12.0,12.0,3.0,2.0,1.0,21.0,10.0,11.0,0.0371483214758581,7.5455707232251e-05,,,,,,,,,,,
51309,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50397.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431137.0,LAXMANGUDA,VILLAGE,10.0,40.0,18.0,22.0,18.0,11.0,7.0,22.0,7.0,15.0,0.0462446940991568,9.89949034677646e-05,,,,,,,,,,,
51310,147,150,21,ODISHA,399,MALKANGIRI,MALKANGIRI (ST),12,NABRANGPUR (ST),146,3.59829358254406,0.253869445259462,50206.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431141.0,BAPANGUDA,VILLAGE,32.0,162.0,87.0,75.0,28.0,18.0,10.0,134.0,69.0,65.0,0.0278434323217214,5.58263463088201e-05,,,,,,,,,,,
