,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,area_AC,OBJECTID_2,S_CODE,S_NAME,D_CODE,D_NAME,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3,MARGWORK_4,MARGWORK_5,MARG_CL_3_,MARG_CL_31,MARG_CL_32,MARG_AL_3_,MARG_AL_31,MARG_AL_32,MARG_HH_3_,MARG_HH_31,MARG_HH_32,MARG_OT_3_,MARG_OT_31,MARG_OT_32,MARGWORK_0,MARGWORK_1,MARGWORK_2,MARG_CL_0_,MARG_CL_01,MARG_CL_02,MARG_AL_0_,MARG_AL_01,MARG_AL_02,MARG_HH_0_,MARG_HH_01,MARG_HH_02,MARG_OT_0_,MARG_OT_01,MARG_OT_02,NON_WORK_P,NON_WORK_M,NON_WORK_F,Shape_Length,Shape_Area_2,PM_Kisan_merged_Shape_Length,PM_Kisan_merged_Shape_Area,PM_Kisan_merged_state_name,PM_Kisan_merged_state_code,PM_Kisan_merged_dist_name,PM_Kisan_merged_dist_code,PM_Kisan_merged_sub_name,PM_Kisan_merged_sub_code,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due,Area_village
51118,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50190.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,UI,MALKANGIRI (ST),NABARANGPUR (ST),120027.0,BAPANPALLI,430956.0,NANDAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731144964730423,0.0002629987808987,,,,,,,,,,,,,,,,,,,,3079461.743
51119,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50191.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430959.0,MUSIGUDA,VILLAGE,22.0,105.0,51.0,54.0,22.0,9.0,13.0,0.0,0.0,0.0,105.0,51.0,54.0,18.0,14.0,4.0,87.0,37.0,50.0,60.0,30.0,30.0,22.0,21.0,1.0,22.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9.0,29.0,38.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9.0,29.0,38.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,24.0,0.0626272554147777,0.0002501516391493,,,,,,,,,,,,,,,,,,,,2930475.668
51120,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50192.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430960.0,BANDINGIGUDA,VILLAGE,27.0,127.0,68.0,59.0,27.0,16.0,11.0,0.0,0.0,0.0,127.0,68.0,59.0,24.0,20.0,4.0,103.0,48.0,55.0,73.0,34.0,39.0,26.0,20.0,6.0,25.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,14.0,33.0,47.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,14.0,33.0,47.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,34.0,20.0,0.0551287379523887,0.0001363787780779,,,,,,,,,,,,,,,,,,,,1597858.113
51121,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50193.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3486.0,PODIA,UI,MALKANGIRI (ST),NABARANGPUR (ST),120035.0,SIMILIBANCHA,430961.0,KARIAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439873364269947,8.12605701272107e-05,,,,,,,,,,,,,,,,,,,,952045.285
51122,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50194.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119932.0,CHITRANGAPALLI,430968.0,TALGUDA,VILLAGE,24.0,109.0,53.0,56.0,33.0,16.0,17.0,0.0,0.0,0.0,109.0,53.0,56.0,5.0,3.0,2.0,104.0,50.0,54.0,52.0,29.0,23.0,25.0,24.0,1.0,24.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,22.0,1.0,1.0,0.0,24.0,3.0,21.0,0.0,0.0,0.0,2.0,1.0,1.0,13.0,1.0,12.0,0.0,0.0,0.0,12.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,4.0,10.0,1.0,1.0,0.0,12.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,24.0,33.0,0.0540664228447339,0.0001503865264955,,,,,,,,,,,,,,,,,,,,1760965.508
51128,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50201.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119929.0,BHEJANGIWADA,431013.0,PANCHALPADA,VILLAGE,5.0,18.0,9.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,18.0,9.0,9.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,4.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,4.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0631445790522987,0.0001167561460157,,,,,,,,,,,,,,,,,,,,1367652.389
51129,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50202.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119929.0,BHEJANGIWADA,431011.0,MARIGUDA,VILLAGE,23.0,95.0,45.0,50.0,21.0,10.0,11.0,0.0,0.0,0.0,95.0,45.0,50.0,14.0,10.0,4.0,81.0,35.0,46.0,53.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,26.0,27.0,51.0,26.0,25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,24.0,27.0,49.0,24.0,25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,19.0,23.0,0.0645487057022701,0.0001835629903192,,,,,,,,,,,,,,,,,,,,2150368.049
51130,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50203.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119943.0,MANYAMKUNDA,431042.0,BADASAILUR,VILLAGE,24.0,104.0,58.0,46.0,21.0,12.0,9.0,102.0,58.0,44.0,2.0,0.0,2.0,3.0,2.0,1.0,101.0,56.0,45.0,66.0,36.0,30.0,25.0,23.0,2.0,25.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,13.0,28.0,3.0,1.0,2.0,38.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,24.0,3.0,1.0,2.0,31.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,16.0,0.0520124045006017,0.000179816641814,,,,,,,,,,,,,,,,,,,,2108066.488
51133,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50206.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431141.0,BAPANGUDA,VILLAGE,32.0,162.0,87.0,75.0,35.0,22.0,13.0,0.0,0.0,0.0,162.0,87.0,75.0,28.0,18.0,10.0,134.0,69.0,65.0,97.0,48.0,49.0,61.0,37.0,24.0,61.0,37.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11.0,25.0,32.0,9.0,23.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11.0,25.0,32.0,9.0,23.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,39.0,26.0,0.0278434323217214,5.58263463088201e-05,,,,,,,,,,,,,,,,,,,,654899.997
51134,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50207.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431142.0,SILAGUDA,VILLAGE,7.0,35.0,21.0,14.0,10.0,8.0,2.0,0.0,0.0,0.0,35.0,21.0,14.0,5.0,4.0,1.0,30.0,17.0,13.0,21.0,11.0,10.0,17.0,9.0,8.0,17.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,0.0321513169113539,6.45356615852944e-05,,,,,,,,,,,,,,,,,,,,756887.125
51136,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50209.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431145.0,LACHHIPURAM,VILLAGE,29.0,107.0,51.0,56.0,17.0,7.0,10.0,0.0,0.0,0.0,107.0,51.0,56.0,22.0,13.0,9.0,85.0,38.0,47.0,73.0,38.0,35.0,42.0,36.0,6.0,42.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,29.0,31.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,29.0,31.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,21.0,0.027440921658204,5.02889176818677e-05,,,,,,,,,,,,,,,,,,,,589808.491
51137,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50210.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120031.0,MOTTU,431174.0,KAMALPURAM,VILLAGE,40.0,184.0,95.0,89.0,40.0,19.0,21.0,0.0,0.0,0.0,180.0,92.0,88.0,7.0,5.0,2.0,177.0,90.0,87.0,107.0,59.0,48.0,49.0,43.0,6.0,46.0,40.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58.0,16.0,42.0,23.0,5.0,18.0,35.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,20.0,15.0,4.0,11.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,22.0,8.0,1.0,7.0,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,36.0,41.0,0.025004429622682,3.40284543285785e-05,,,,,,,,,,,,,,,,,,,,399233.579
51142,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50233.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,UI,MALKANGIRI (ST),NABARANGPUR (ST),119932.0,CHITRANGAPALLI,430963.0,MANGUGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038489765825538,7.28633440732419e-05,,,,,,,,,,,,,,,,,,,,853333.069
51147,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50238.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119979.0,TANDIKI,430306.0,BARKAMADRI,VILLAGE,11.0,41.0,17.0,24.0,10.0,4.0,6.0,0.0,0.0,0.0,41.0,17.0,24.0,1.0,0.0,1.0,40.0,17.0,23.0,32.0,13.0,19.0,24.0,9.0,15.0,24.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,9.0,4.0,5.0,0.035476194449856,4.99896410439229e-05,,,,,,,,,,,,,,,,,,,,584438.029
51148,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50239.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119981.0,TUMUSPALLI,430313.0,KURUMPALIGUDA,VILLAGE,27.0,118.0,60.0,58.0,28.0,16.0,12.0,0.0,0.0,0.0,118.0,60.0,58.0,30.0,19.0,11.0,88.0,41.0,47.0,92.0,43.0,49.0,66.0,30.0,36.0,62.0,29.0,33.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,13.0,8.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,7.0,10.0,5.0,2.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,10.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,7.0,10.0,26.0,17.0,9.0,0.0564633387934328,0.0001983858875615,,,,,,,,,,,,,,,,,,,,2322506.023
51158,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50250.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119977.0,SIKHPALLI,430318.0,JHATIGUDA,VILLAGE,28.0,87.0,38.0,49.0,12.0,5.0,7.0,0.0,0.0,0.0,86.0,37.0,49.0,23.0,12.0,11.0,64.0,26.0,38.0,61.0,29.0,32.0,40.0,28.0,12.0,28.0,28.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,20.0,0.0,0.0,0.0,21.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,18.0,0.0,0.0,0.0,19.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,17.0,0.0768843331759495,0.0003427384098004,,,,,,,,,,,,,,,,,,,,4012255.734
51174,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50299.0,21.0,ODISHA,399.0,MALKANGIRI,3228.0,PODIA P.S,3486.0,PODIA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),120027.0,BAPANPALLI,430964.0,SILAKATA (R.F.,VILLAGE,22.0,98.0,47.0,51.0,19.0,9.0,10.0,0.0,0.0,0.0,97.0,46.0,51.0,11.0,11.0,0.0,87.0,36.0,51.0,54.0,28.0,26.0,22.0,19.0,3.0,22.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,23.0,4.0,1.0,3.0,28.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,21.0,3.0,1.0,2.0,27.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,19.0,25.0,0.0909349948838092,0.0002570541531105,,,,,,,,,,,,,,,,,,,,3009787.709
51178,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50303.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119929.0,BHEJANGIWADA,431007.0,BEJANGIWADA,VILLAGE,852.0,3776.0,1906.0,1870.0,651.0,361.0,290.0,836.0,441.0,395.0,471.0,226.0,245.0,2007.0,1172.0,835.0,1769.0,734.0,1035.0,1800.0,1054.0,746.0,914.0,831.0,83.0,727.0,709.0,18.0,109.0,62.0,47.0,1.0,1.0,0.0,77.0,59.0,18.0,886.0,223.0,663.0,57.0,45.0,12.0,814.0,170.0,644.0,2.0,0.0,2.0,13.0,8.0,5.0,867.0,216.0,651.0,57.0,45.0,12.0,797.0,165.0,632.0,2.0,0.0,2.0,11.0,6.0,5.0,19.0,7.0,12.0,0.0,0.0,0.0,17.0,5.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,1976.0,852.0,1124.0,0.136931117342045,0.0009749495480573,,,,,,,,,,,,,,,,,,,,11420965.535
51208,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50333.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119940.0,LUGEL,431182.0,PADAMPUR,VILLAGE,44.0,188.0,100.0,88.0,44.0,25.0,19.0,0.0,0.0,0.0,182.0,95.0,87.0,49.0,35.0,14.0,139.0,65.0,74.0,124.0,68.0,56.0,121.0,68.0,53.0,121.0,68.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,32.0,0.0621852633987057,0.0002060139832281,,,,,,,,,,,,,,,,,,,,2415409.063
51213,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50338.0,21.0,ODISHA,399.0,MALKANGIRI,3227.0,KALIMELA P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119943.0,MANYAMKUNDA,431012.0,SITAPALI,VILLAGE,14.0,48.0,22.0,26.0,12.0,6.0,6.0,0.0,0.0,0.0,48.0,22.0,26.0,2.0,2.0,0.0,46.0,20.0,26.0,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,13.0,21.0,10.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,13.0,21.0,10.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,13.0,0.0337944374801653,7.08867778099438e-05,,,,,,,,,,,,,,,,,,,,830962.43
51217,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,146,MALKANGIRI (ST),12,NABARANGPUR (ST),2112,,3.49349905954,0.25486395455,2984651995.024,50342.0,21.0,ODISHA,399.0,MALKANGIRI,3230.0,MOTU P.S,3480.0,KALIMELA,RURAL,MALKANGIRI (ST),NABARANGPUR (ST),119943.0,MANYAMKUNDA,431181.0,KUSUMPUT,VILLAGE,44.0,164.0,79.0,85.0,42.0,27.0,15.0,0.0,0.0,0.0,164.0,79.0,85.0,20.0,14.0,6.0,144.0,65.0,79.0,121.0,53.0,68.0,116.0,52.0,64.0,115.0,52.0,63.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,17.0,0.0391024051188358,7.85018401128596e-05,,,,,,,,,,,,,,,,,,,,920953.845
